clear_cut_group,anomaly
74367,pas d'anomalie
74368,pas d'anomalie
74381,pas d'anomalie
74383,pas d'anomalie
74394,pas d'anomalie
74417,pas d'anomalie
74427,pas d'anomalie
74429,pas d'anomalie
74455,pas d'anomalie
74462,pas d'anomalie
74469,pas d'anomalie
74478,pas d'anomalie
74501,pas d'anomalie
74524,pas d'anomalie
74514,pas d'anomalie
74551,pas d'anomalie
74553,pas d'anomalie
74408,pas d'anomalie
74555,pas d'anomalie
74567,pas d'anomalie
74584,pas d'anomalie
74642,pas d'anomalie
74652,pas d'anomalie
74656,pas d'anomalie
74657,pas d'anomalie
74660,pas d'anomalie
74668,pas d'anomalie
74684,pas d'anomalie
74694,pas d'anomalie
74698,pas d'anomalie
74712,pas d'anomalie
74717,pas d'anomalie
74763,pas d'anomalie
74769,pas d'anomalie
74786,pas d'anomalie
74796,pas d'anomalie
74809,pas d'anomalie
74822,pas d'anomalie
74811,pas d'anomalie
74829,pas d'anomalie
74843,pas d'anomalie
74851,pas d'anomalie
74852,pas d'anomalie
74879,pas d'anomalie
74884,pas d'anomalie
74889,pas d'anomalie
74897,pas d'anomalie
74904,pas d'anomalie
74987,pas d'anomalie
75038,pas d'anomalie
75054,pas d'anomalie
75062,pas d'anomalie
75130,pas d'anomalie
75131,pas d'anomalie
75134,pas d'anomalie
75186,pas d'anomalie
75194,pas d'anomalie
75205,pas d'anomalie
75208,pas d'anomalie
75267,pas d'anomalie
75291,pas d'anomalie
75310,pas d'anomalie
75317,anomalie faible
75318,pas d'anomalie
75342,pas d'anomalie
75360,pas d'anomalie
75414,pas d'anomalie
75431,pas d'anomalie
75461,pas d'anomalie
75488,pas d'anomalie
75490,pas d'anomalie
75516,pas d'anomalie
75521,pas d'anomalie
75528,pas d'anomalie
75557,pas d'anomalie
75599,pas d'anomalie
75628,pas d'anomalie
75636,pas d'anomalie
75637,pas d'anomalie
75659,pas d'anomalie
75758,pas d'anomalie
75795,pas d'anomalie
75828,pas d'anomalie
75870,pas d'anomalie
75879,pas d'anomalie
75890,pas d'anomalie
75894,pas d'anomalie
75896,pas d'anomalie
75907,pas d'anomalie
75948,pas d'anomalie
75991,pas d'anomalie
75994,pas d'anomalie
75999,pas d'anomalie
76009,pas d'anomalie
76016,pas d'anomalie
76044,pas d'anomalie
76045,pas d'anomalie
76062,pas d'anomalie
75909,pas d'anomalie
76081,pas d'anomalie
76097,pas d'anomalie
76100,pas d'anomalie
76181,pas d'anomalie
76183,pas d'anomalie
76196,pas d'anomalie
76200,pas d'anomalie
76216,pas d'anomalie
76230,pas d'anomalie
76266,pas d'anomalie
76275,pas d'anomalie
76282,pas d'anomalie
76283,pas d'anomalie
76284,pas d'anomalie
76287,pas d'anomalie
76295,pas d'anomalie
76317,pas d'anomalie
76345,pas d'anomalie
76344,pas d'anomalie
76351,pas d'anomalie
76328,pas d'anomalie
76356,pas d'anomalie
76414,pas d'anomalie
76445,pas d'anomalie
76459,anomalie faible
76485,pas d'anomalie
76488,pas d'anomalie
76504,pas d'anomalie
76518,pas d'anomalie
76529,pas d'anomalie
76533,pas d'anomalie
76545,pas d'anomalie
76521,pas d'anomalie
76587,anomalie faible
76598,pas d'anomalie
76607,pas d'anomalie
76621,pas d'anomalie
76622,pas d'anomalie
76628,pas d'anomalie
76629,pas d'anomalie
76309,pas d'anomalie
76646,anomalie moyenne
76658,pas d'anomalie
76659,pas d'anomalie
76667,pas d'anomalie
76674,pas d'anomalie
76726,pas d'anomalie
76745,pas d'anomalie
76751,pas d'anomalie
76758,pas d'anomalie
76772,pas d'anomalie
76810,pas d'anomalie
76826,anomalie faible
76837,pas d'anomalie
76879,pas d'anomalie
76927,pas d'anomalie
76936,pas d'anomalie
76941,anomalie forte
76952,pas d'anomalie
76992,pas d'anomalie
77012,anomalie forte
77026,pas d'anomalie
77024,pas d'anomalie
77041,pas d'anomalie
77042,pas d'anomalie
77050,pas d'anomalie
77052,pas d'anomalie
77085,pas d'anomalie
77127,pas d'anomalie
77132,pas d'anomalie
77147,pas d'anomalie
77180,pas d'anomalie
77218,pas d'anomalie
77240,pas d'anomalie
77259,pas d'anomalie
77266,anomalie faible
77279,pas d'anomalie
77317,pas d'anomalie
77328,pas d'anomalie
77334,pas d'anomalie
77335,pas d'anomalie
77337,pas d'anomalie
77348,pas d'anomalie
77364,pas d'anomalie
77379,pas d'anomalie
77381,pas d'anomalie
77387,pas d'anomalie
77389,pas d'anomalie
77397,pas d'anomalie
77403,pas d'anomalie
77407,pas d'anomalie
77416,pas d'anomalie
77421,pas d'anomalie
77431,pas d'anomalie
77433,pas d'anomalie
77438,pas d'anomalie
77445,pas d'anomalie
77446,pas d'anomalie
77443,pas d'anomalie
77523,pas d'anomalie
77542,anomalie faible
77545,pas d'anomalie
77553,pas d'anomalie
77554,pas d'anomalie
77555,anomalie faible
77556,pas d'anomalie
77557,pas d'anomalie
77562,pas d'anomalie
77565,pas d'anomalie
77566,pas d'anomalie
77567,pas d'anomalie
77568,pas d'anomalie
77569,pas d'anomalie
77570,pas d'anomalie
77571,pas d'anomalie
77543,pas d'anomalie
77587,pas d'anomalie
77630,pas d'anomalie
77667,anomalie faible
77693,pas d'anomalie
77703,pas d'anomalie
77732,pas d'anomalie
77736,pas d'anomalie
77766,pas d'anomalie
77774,pas d'anomalie
77835,pas d'anomalie
77840,pas d'anomalie
77842,pas d'anomalie
77865,pas d'anomalie
77891,pas d'anomalie
77904,pas d'anomalie
77910,pas d'anomalie
77919,pas d'anomalie
77922,pas d'anomalie
77982,pas d'anomalie
78009,pas d'anomalie
78011,pas d'anomalie
78012,pas d'anomalie
78021,anomalie faible
78024,pas d'anomalie
78061,pas d'anomalie
78059,pas d'anomalie
78071,pas d'anomalie
78083,pas d'anomalie
78096,pas d'anomalie
78106,pas d'anomalie
78108,pas d'anomalie
78109,pas d'anomalie
78110,pas d'anomalie
78116,pas d'anomalie
78170,pas d'anomalie
78184,pas d'anomalie
78210,pas d'anomalie
78211,pas d'anomalie
78212,pas d'anomalie
78219,pas d'anomalie
78220,pas d'anomalie
78222,pas d'anomalie
78223,pas d'anomalie
78209,pas d'anomalie
78224,pas d'anomalie
78240,pas d'anomalie
78242,pas d'anomalie
78269,pas d'anomalie
78293,pas d'anomalie
78302,pas d'anomalie
78386,pas d'anomalie
78433,pas d'anomalie
78437,pas d'anomalie
78440,pas d'anomalie
78454,pas d'anomalie
78479,pas d'anomalie
78487,pas d'anomalie
78505,pas d'anomalie
78554,pas d'anomalie
78559,pas d'anomalie
78579,pas d'anomalie
78597,pas d'anomalie
78624,pas d'anomalie
78625,pas d'anomalie
78638,pas d'anomalie
78639,pas d'anomalie
78761,pas d'anomalie
76892,pas d'anomalie
78790,pas d'anomalie
78791,pas d'anomalie
78847,pas d'anomalie
78852,pas d'anomalie
78867,pas d'anomalie
78903,pas d'anomalie
78904,pas d'anomalie
78907,pas d'anomalie
78926,pas d'anomalie
78970,pas d'anomalie
78981,pas d'anomalie
78988,pas d'anomalie
79024,pas d'anomalie
79025,pas d'anomalie
79029,pas d'anomalie
79035,pas d'anomalie
79043,pas d'anomalie
79053,pas d'anomalie
79079,pas d'anomalie
79081,pas d'anomalie
79088,pas d'anomalie
79090,pas d'anomalie
79092,pas d'anomalie
79097,pas d'anomalie
79099,pas d'anomalie
79101,pas d'anomalie
79114,pas d'anomalie
79120,pas d'anomalie
79135,pas d'anomalie
79142,pas d'anomalie
79146,pas d'anomalie
79151,pas d'anomalie
79163,pas d'anomalie
79177,pas d'anomalie
79184,pas d'anomalie
79193,pas d'anomalie
79202,pas d'anomalie
79255,pas d'anomalie
79307,pas d'anomalie
79332,pas d'anomalie
79339,pas d'anomalie
79334,pas d'anomalie
79390,pas d'anomalie
79394,pas d'anomalie
79453,pas d'anomalie
79516,pas d'anomalie
79521,pas d'anomalie
79582,pas d'anomalie
79590,pas d'anomalie
79604,pas d'anomalie
79611,pas d'anomalie
79624,pas d'anomalie
79636,pas d'anomalie
79638,pas d'anomalie
79639,pas d'anomalie
79656,pas d'anomalie
79674,pas d'anomalie
79675,pas d'anomalie
79678,pas d'anomalie
79644,pas d'anomalie
79685,pas d'anomalie
79711,pas d'anomalie
79734,pas d'anomalie
79741,pas d'anomalie
79833,pas d'anomalie
79857,pas d'anomalie
79881,pas d'anomalie
79895,pas d'anomalie
79897,pas d'anomalie
79904,pas d'anomalie
79909,pas d'anomalie
79906,pas d'anomalie
79913,pas d'anomalie
79926,pas d'anomalie
79912,pas d'anomalie
79933,pas d'anomalie
79947,pas d'anomalie
79948,pas d'anomalie
79963,pas d'anomalie
80011,pas d'anomalie
80044,pas d'anomalie
80005,pas d'anomalie
80048,pas d'anomalie
80055,pas d'anomalie
80135,pas d'anomalie
80157,pas d'anomalie
80167,pas d'anomalie
80186,pas d'anomalie
80189,pas d'anomalie
80201,pas d'anomalie
80242,pas d'anomalie
80263,pas d'anomalie
80265,pas d'anomalie
80267,pas d'anomalie
80297,pas d'anomalie
80291,pas d'anomalie
80296,pas d'anomalie
80326,pas d'anomalie
80332,pas d'anomalie
80334,pas d'anomalie
80340,pas d'anomalie
80346,pas d'anomalie
80354,pas d'anomalie
80367,pas d'anomalie
80368,pas d'anomalie
80378,pas d'anomalie
80412,pas d'anomalie
80446,pas d'anomalie
80449,pas d'anomalie
80459,pas d'anomalie
80467,pas d'anomalie
80468,pas d'anomalie
80478,pas d'anomalie
80491,pas d'anomalie
80490,pas d'anomalie
80497,pas d'anomalie
80499,pas d'anomalie
80503,pas d'anomalie
80504,pas d'anomalie
80506,pas d'anomalie
80515,pas d'anomalie
80533,pas d'anomalie
80535,pas d'anomalie
80551,pas d'anomalie
80598,pas d'anomalie
80600,pas d'anomalie
80602,pas d'anomalie
80624,pas d'anomalie
80627,pas d'anomalie
80628,pas d'anomalie
80632,pas d'anomalie
80635,pas d'anomalie
80636,pas d'anomalie
80639,pas d'anomalie
80644,pas d'anomalie
80643,pas d'anomalie
80650,pas d'anomalie
80660,pas d'anomalie
80705,pas d'anomalie
80749,pas d'anomalie
80754,pas d'anomalie
80760,pas d'anomalie
80764,pas d'anomalie
80765,pas d'anomalie
80775,pas d'anomalie
80816,pas d'anomalie
80819,pas d'anomalie
80824,pas d'anomalie
80826,pas d'anomalie
80841,pas d'anomalie
80874,pas d'anomalie
80882,pas d'anomalie
80888,pas d'anomalie
80908,pas d'anomalie
80921,pas d'anomalie
80964,pas d'anomalie
80975,pas d'anomalie
80977,pas d'anomalie
80987,pas d'anomalie
80988,pas d'anomalie
80990,pas d'anomalie
81005,pas d'anomalie
81011,anomalie moyenne
81016,pas d'anomalie
81027,pas d'anomalie
81040,pas d'anomalie
81043,pas d'anomalie
81051,pas d'anomalie
81054,pas d'anomalie
81055,pas d'anomalie
81075,pas d'anomalie
81077,anomalie faible
81088,anomalie faible
81117,pas d'anomalie
81118,pas d'anomalie
81134,pas d'anomalie
81152,anomalie forte
81161,pas d'anomalie
81174,pas d'anomalie
81177,pas d'anomalie
81227,pas d'anomalie
81238,pas d'anomalie
81245,pas d'anomalie
81247,pas d'anomalie
81303,pas d'anomalie
81305,pas d'anomalie
81298,pas d'anomalie
81319,pas d'anomalie
81332,pas d'anomalie
81342,pas d'anomalie
81344,pas d'anomalie
81357,pas d'anomalie
81359,pas d'anomalie
81372,pas d'anomalie
81394,pas d'anomalie
81399,pas d'anomalie
81406,pas d'anomalie
81407,anomalie faible
81426,pas d'anomalie
81435,pas d'anomalie
81445,pas d'anomalie
81452,pas d'anomalie
81476,pas d'anomalie
81514,pas d'anomalie
81559,pas d'anomalie
81579,pas d'anomalie
81583,pas d'anomalie
81584,pas d'anomalie
81588,pas d'anomalie
81591,pas d'anomalie
81595,pas d'anomalie
81598,pas d'anomalie
81601,pas d'anomalie
81627,pas d'anomalie
81635,pas d'anomalie
81649,pas d'anomalie
81669,pas d'anomalie
81730,pas d'anomalie
81752,pas d'anomalie
81781,pas d'anomalie
81784,pas d'anomalie
81794,pas d'anomalie
81812,pas d'anomalie
81835,pas d'anomalie
81850,pas d'anomalie
81492,pas d'anomalie
81870,pas d'anomalie
81875,pas d'anomalie
81880,pas d'anomalie
81889,pas d'anomalie
81893,pas d'anomalie
81902,pas d'anomalie
81918,pas d'anomalie
81934,pas d'anomalie
81937,pas d'anomalie
81952,pas d'anomalie
81967,pas d'anomalie
81968,pas d'anomalie
81977,pas d'anomalie
81999,pas d'anomalie
82022,pas d'anomalie
82055,pas d'anomalie
82061,pas d'anomalie
82097,pas d'anomalie
82076,pas d'anomalie
82137,pas d'anomalie
82138,pas d'anomalie
82142,pas d'anomalie
82163,pas d'anomalie
82170,pas d'anomalie
82184,pas d'anomalie
82205,pas d'anomalie
82254,pas d'anomalie
82286,pas d'anomalie
82298,pas d'anomalie
82311,pas d'anomalie
82352,pas d'anomalie
82400,pas d'anomalie
82412,pas d'anomalie
82461,pas d'anomalie
82575,pas d'anomalie
82623,pas d'anomalie
82629,pas d'anomalie
82640,pas d'anomalie
82661,pas d'anomalie
82657,pas d'anomalie
82679,pas d'anomalie
82680,pas d'anomalie
82712,pas d'anomalie
82721,pas d'anomalie
82751,pas d'anomalie
82752,pas d'anomalie
82774,pas d'anomalie
82780,pas d'anomalie
82793,pas d'anomalie
82805,pas d'anomalie
82823,pas d'anomalie
82821,pas d'anomalie
82873,pas d'anomalie
82917,pas d'anomalie
82944,pas d'anomalie
82950,anomalie faible
83036,pas d'anomalie
83043,pas d'anomalie
83055,pas d'anomalie
83058,pas d'anomalie
83133,anomalie forte
83145,pas d'anomalie
83152,pas d'anomalie
83164,pas d'anomalie
83174,pas d'anomalie
83178,pas d'anomalie
83190,pas d'anomalie
83230,pas d'anomalie
83239,pas d'anomalie
83253,pas d'anomalie
83257,pas d'anomalie
83265,pas d'anomalie
83275,pas d'anomalie
83287,pas d'anomalie
83296,pas d'anomalie
83300,pas d'anomalie
83323,pas d'anomalie
83314,pas d'anomalie
83329,pas d'anomalie
83330,pas d'anomalie
83344,anomalie forte
83364,pas d'anomalie
83394,pas d'anomalie
83439,pas d'anomalie
83436,pas d'anomalie
83464,pas d'anomalie
83469,pas d'anomalie
83502,pas d'anomalie
83521,pas d'anomalie
83522,pas d'anomalie
83543,pas d'anomalie
83544,pas d'anomalie
83553,pas d'anomalie
83588,pas d'anomalie
83594,pas d'anomalie
83615,pas d'anomalie
83642,pas d'anomalie
83687,pas d'anomalie
83717,pas d'anomalie
83735,pas d'anomalie
83743,pas d'anomalie
83746,pas d'anomalie
83760,anomalie moyenne
83761,pas d'anomalie
83788,pas d'anomalie
83791,pas d'anomalie
83792,pas d'anomalie
83793,pas d'anomalie
83829,pas d'anomalie
83833,pas d'anomalie
83837,pas d'anomalie
83895,pas d'anomalie
83907,pas d'anomalie
83947,pas d'anomalie
83949,pas d'anomalie
83950,pas d'anomalie
83960,anomalie faible
83963,pas d'anomalie
83025,pas d'anomalie
84057,pas d'anomalie
84109,pas d'anomalie
84137,pas d'anomalie
84152,pas d'anomalie
84183,pas d'anomalie
84197,pas d'anomalie
84221,pas d'anomalie
84225,pas d'anomalie
84239,pas d'anomalie
84268,pas d'anomalie
84269,pas d'anomalie
84270,pas d'anomalie
84271,pas d'anomalie
84294,pas d'anomalie
84318,pas d'anomalie
84328,pas d'anomalie
84339,pas d'anomalie
84356,pas d'anomalie
84380,pas d'anomalie
84384,pas d'anomalie
84398,pas d'anomalie
84420,pas d'anomalie
84470,pas d'anomalie
84472,pas d'anomalie
84476,pas d'anomalie
84503,pas d'anomalie
84510,pas d'anomalie
84530,pas d'anomalie
84560,pas d'anomalie
84559,pas d'anomalie
84556,pas d'anomalie
84583,pas d'anomalie
84597,pas d'anomalie
84602,pas d'anomalie
84634,pas d'anomalie
84654,pas d'anomalie
53292,pas d'anomalie
84720,pas d'anomalie
84749,pas d'anomalie
84785,pas d'anomalie
84787,pas d'anomalie
84790,pas d'anomalie
84794,pas d'anomalie
84808,pas d'anomalie
84830,pas d'anomalie
84840,pas d'anomalie
84852,pas d'anomalie
84884,pas d'anomalie
84907,pas d'anomalie
84919,pas d'anomalie
84921,pas d'anomalie
84939,pas d'anomalie
84962,pas d'anomalie
84997,pas d'anomalie
85004,pas d'anomalie
85026,pas d'anomalie
85028,pas d'anomalie
85030,anomalie faible
85044,pas d'anomalie
85059,pas d'anomalie
85043,pas d'anomalie
85064,pas d'anomalie
85068,pas d'anomalie
85070,pas d'anomalie
85075,pas d'anomalie
85085,pas d'anomalie
85092,pas d'anomalie
85116,pas d'anomalie
85127,pas d'anomalie
85138,pas d'anomalie
85164,pas d'anomalie
85181,pas d'anomalie
85183,pas d'anomalie
85214,pas d'anomalie
85216,pas d'anomalie
85213,pas d'anomalie
85223,pas d'anomalie
85227,pas d'anomalie
85238,pas d'anomalie
85260,pas d'anomalie
85267,pas d'anomalie
85284,pas d'anomalie
85287,anomalie faible
85298,pas d'anomalie
85299,pas d'anomalie
85302,pas d'anomalie
85292,pas d'anomalie
85309,pas d'anomalie
85316,pas d'anomalie
85318,pas d'anomalie
85341,pas d'anomalie
85346,pas d'anomalie
85350,pas d'anomalie
85357,pas d'anomalie
85365,pas d'anomalie
85368,pas d'anomalie
85369,pas d'anomalie
85373,pas d'anomalie
85396,pas d'anomalie
85400,pas d'anomalie
85404,pas d'anomalie
85425,pas d'anomalie
85449,pas d'anomalie
85450,pas d'anomalie
85451,pas d'anomalie
85463,pas d'anomalie
85498,pas d'anomalie
85500,pas d'anomalie
85503,pas d'anomalie
85510,pas d'anomalie
85511,pas d'anomalie
85547,pas d'anomalie
85546,pas d'anomalie
85573,pas d'anomalie
85581,pas d'anomalie
85585,pas d'anomalie
85544,pas d'anomalie
85595,pas d'anomalie
85596,pas d'anomalie
85662,pas d'anomalie
85664,pas d'anomalie
85665,pas d'anomalie
85670,pas d'anomalie
85680,pas d'anomalie
85681,pas d'anomalie
85700,pas d'anomalie
85706,pas d'anomalie
85707,pas d'anomalie
85708,pas d'anomalie
85716,pas d'anomalie
85718,pas d'anomalie
85734,pas d'anomalie
85742,pas d'anomalie
85752,pas d'anomalie
85762,pas d'anomalie
85774,pas d'anomalie
85782,pas d'anomalie
85805,pas d'anomalie
85811,pas d'anomalie
85838,pas d'anomalie
85848,pas d'anomalie
85872,pas d'anomalie
85874,pas d'anomalie
85877,pas d'anomalie
85876,pas d'anomalie
85886,pas d'anomalie
85892,pas d'anomalie
85893,pas d'anomalie
85913,pas d'anomalie
85914,pas d'anomalie
85932,pas d'anomalie
85942,pas d'anomalie
85951,pas d'anomalie
85957,pas d'anomalie
85962,pas d'anomalie
85979,pas d'anomalie
86006,pas d'anomalie
86012,pas d'anomalie
86025,pas d'anomalie
86031,pas d'anomalie
86023,pas d'anomalie
86038,pas d'anomalie
86041,pas d'anomalie
86045,pas d'anomalie
86055,pas d'anomalie
86064,pas d'anomalie
86085,pas d'anomalie
86065,pas d'anomalie
86090,pas d'anomalie
86107,pas d'anomalie
86129,pas d'anomalie
86145,pas d'anomalie
86151,pas d'anomalie
86162,pas d'anomalie
86164,pas d'anomalie
86175,pas d'anomalie
86188,pas d'anomalie
86215,pas d'anomalie
86239,pas d'anomalie
86244,pas d'anomalie
86252,pas d'anomalie
86277,pas d'anomalie
86288,pas d'anomalie
86290,pas d'anomalie
86319,pas d'anomalie
86324,pas d'anomalie
86340,pas d'anomalie
86342,pas d'anomalie
86344,pas d'anomalie
86346,pas d'anomalie
86350,pas d'anomalie
86352,pas d'anomalie
86372,pas d'anomalie
86384,pas d'anomalie
86395,pas d'anomalie
86410,pas d'anomalie
86361,pas d'anomalie
86417,pas d'anomalie
86420,pas d'anomalie
86423,pas d'anomalie
86428,pas d'anomalie
86437,anomalie faible
86441,pas d'anomalie
86442,pas d'anomalie
86443,pas d'anomalie
86445,pas d'anomalie
86451,pas d'anomalie
86475,pas d'anomalie
86482,pas d'anomalie
86483,pas d'anomalie
86488,pas d'anomalie
86493,pas d'anomalie
86500,pas d'anomalie
86502,pas d'anomalie
86516,pas d'anomalie
86569,pas d'anomalie
86630,pas d'anomalie
86644,pas d'anomalie
86659,pas d'anomalie
86671,pas d'anomalie
86677,pas d'anomalie
86701,pas d'anomalie
86702,pas d'anomalie
86713,pas d'anomalie
86768,pas d'anomalie
86797,pas d'anomalie
86804,pas d'anomalie
86812,pas d'anomalie
86847,pas d'anomalie
86868,anomalie moyenne
86873,pas d'anomalie
86881,anomalie faible
86896,pas d'anomalie
86897,pas d'anomalie
86903,anomalie forte
86910,pas d'anomalie
86926,pas d'anomalie
86930,pas d'anomalie
86956,pas d'anomalie
86957,pas d'anomalie
86965,pas d'anomalie
86996,pas d'anomalie
87000,pas d'anomalie
87001,pas d'anomalie
87010,pas d'anomalie
87023,anomalie faible
87040,pas d'anomalie
87050,pas d'anomalie
87059,pas d'anomalie
87148,pas d'anomalie
87151,pas d'anomalie
87173,pas d'anomalie
87201,pas d'anomalie
87206,pas d'anomalie
87245,pas d'anomalie
87285,anomalie faible
87289,anomalie forte
87312,pas d'anomalie
87364,pas d'anomalie
87369,pas d'anomalie
87436,pas d'anomalie
87458,pas d'anomalie
87508,pas d'anomalie
87596,pas d'anomalie
87600,pas d'anomalie
87626,pas d'anomalie
87632,pas d'anomalie
87691,pas d'anomalie
87693,pas d'anomalie
87715,pas d'anomalie
87725,pas d'anomalie
87734,pas d'anomalie
87754,pas d'anomalie
87814,pas d'anomalie
87828,pas d'anomalie
87838,pas d'anomalie
87841,pas d'anomalie
87866,pas d'anomalie
87879,pas d'anomalie
87948,pas d'anomalie
87952,pas d'anomalie
87981,pas d'anomalie
88011,pas d'anomalie
88023,pas d'anomalie
88072,pas d'anomalie
88087,pas d'anomalie
88107,pas d'anomalie
88104,pas d'anomalie
88117,pas d'anomalie
88146,pas d'anomalie
88148,pas d'anomalie
88157,pas d'anomalie
88158,pas d'anomalie
88159,pas d'anomalie
88162,pas d'anomalie
88166,pas d'anomalie
88186,pas d'anomalie
88189,pas d'anomalie
88219,pas d'anomalie
88220,pas d'anomalie
88225,pas d'anomalie
88227,pas d'anomalie
88247,pas d'anomalie
88256,pas d'anomalie
88288,pas d'anomalie
88290,pas d'anomalie
88310,anomalie faible
88312,pas d'anomalie
88318,pas d'anomalie
88320,pas d'anomalie
88352,pas d'anomalie
88366,pas d'anomalie
88370,pas d'anomalie
88392,pas d'anomalie
88418,pas d'anomalie
88422,pas d'anomalie
88458,pas d'anomalie
88464,pas d'anomalie
88470,pas d'anomalie
88479,pas d'anomalie
88485,pas d'anomalie
88493,pas d'anomalie
88503,pas d'anomalie
88524,pas d'anomalie
88542,pas d'anomalie
88553,pas d'anomalie
88557,pas d'anomalie
88564,pas d'anomalie
88572,pas d'anomalie
88592,pas d'anomalie
88591,pas d'anomalie
88615,pas d'anomalie
88653,pas d'anomalie
88655,anomalie faible
88668,pas d'anomalie
88667,pas d'anomalie
88677,pas d'anomalie
88687,pas d'anomalie
88701,pas d'anomalie
88702,pas d'anomalie
88721,pas d'anomalie
