clear_cut_group,anomaly
119411,pas d'anomalie
119868,pas d'anomalie
119882,pas d'anomalie
119909,pas d'anomalie
119923,pas d'anomalie
119924,pas d'anomalie
119926,pas d'anomalie
119980,pas d'anomalie
119985,pas d'anomalie
119993,pas d'anomalie
120005,anomalie faible
120020,pas d'anomalie
120018,pas d'anomalie
120031,pas d'anomalie
120092,pas d'anomalie
120121,pas d'anomalie
120125,pas d'anomalie
120129,pas d'anomalie
120165,pas d'anomalie
120173,pas d'anomalie
120189,pas d'anomalie
120194,pas d'anomalie
120197,pas d'anomalie
120198,pas d'anomalie
120199,pas d'anomalie
120201,pas d'anomalie
120204,pas d'anomalie
120221,pas d'anomalie
120241,pas d'anomalie
120193,pas d'anomalie
120271,pas d'anomalie
120273,pas d'anomalie
120282,pas d'anomalie
120285,pas d'anomalie
120289,pas d'anomalie
120291,pas d'anomalie
120298,pas d'anomalie
120306,pas d'anomalie
120307,pas d'anomalie
120311,pas d'anomalie
120350,pas d'anomalie
120361,pas d'anomalie
120363,pas d'anomalie
120394,pas d'anomalie
120403,pas d'anomalie
120414,pas d'anomalie
120412,pas d'anomalie
120438,pas d'anomalie
120439,pas d'anomalie
120440,pas d'anomalie
120445,pas d'anomalie
120446,pas d'anomalie
120449,pas d'anomalie
120456,pas d'anomalie
120457,pas d'anomalie
120460,pas d'anomalie
120463,pas d'anomalie
120436,pas d'anomalie
120474,pas d'anomalie
120475,pas d'anomalie
120477,pas d'anomalie
120470,pas d'anomalie
120483,pas d'anomalie
120481,pas d'anomalie
120486,pas d'anomalie
120493,pas d'anomalie
120495,pas d'anomalie
120497,pas d'anomalie
120507,pas d'anomalie
120522,pas d'anomalie
120525,pas d'anomalie
120531,pas d'anomalie
120600,pas d'anomalie
120624,pas d'anomalie
120626,pas d'anomalie
120664,pas d'anomalie
120665,pas d'anomalie
120680,pas d'anomalie
120694,pas d'anomalie
120703,pas d'anomalie
120704,pas d'anomalie
120705,pas d'anomalie
120712,pas d'anomalie
120716,pas d'anomalie
120727,pas d'anomalie
120726,pas d'anomalie
120731,pas d'anomalie
120733,pas d'anomalie
120734,pas d'anomalie
120737,pas d'anomalie
120739,pas d'anomalie
120532,pas d'anomalie
120747,pas d'anomalie
120765,pas d'anomalie
120772,pas d'anomalie
120777,pas d'anomalie
120781,pas d'anomalie
120799,pas d'anomalie
120805,pas d'anomalie
120838,pas d'anomalie
120851,pas d'anomalie
120887,pas d'anomalie
120890,pas d'anomalie
120897,pas d'anomalie
120891,pas d'anomalie
120910,pas d'anomalie
120928,pas d'anomalie
120953,pas d'anomalie
120968,pas d'anomalie
121019,pas d'anomalie
121039,pas d'anomalie
121049,pas d'anomalie
121066,pas d'anomalie
121079,pas d'anomalie
121095,pas d'anomalie
121101,pas d'anomalie
121104,pas d'anomalie
121154,anomalie moyenne
121152,pas d'anomalie
121172,pas d'anomalie
121167,pas d'anomalie
120969,anomalie moyenne
121214,pas d'anomalie
121218,pas d'anomalie
121225,pas d'anomalie
121228,pas d'anomalie
121237,pas d'anomalie
121252,pas d'anomalie
121216,pas d'anomalie
121268,pas d'anomalie
121270,pas d'anomalie
121276,pas d'anomalie
121277,anomalie forte
121282,pas d'anomalie
121290,pas d'anomalie
121291,pas d'anomalie
121306,pas d'anomalie
121309,pas d'anomalie
121312,pas d'anomalie
121323,pas d'anomalie
121316,pas d'anomalie
121346,pas d'anomalie
121354,pas d'anomalie
121371,pas d'anomalie
121383,pas d'anomalie
121388,pas d'anomalie
121391,pas d'anomalie
121392,pas d'anomalie
121395,pas d'anomalie
121396,pas d'anomalie
121397,pas d'anomalie
121401,pas d'anomalie
121403,pas d'anomalie
121398,pas d'anomalie
121411,pas d'anomalie
121415,pas d'anomalie
121419,pas d'anomalie
121424,pas d'anomalie
121427,pas d'anomalie
121445,pas d'anomalie
121452,pas d'anomalie
121456,pas d'anomalie
121468,pas d'anomalie
121476,pas d'anomalie
121467,pas d'anomalie
121484,anomalie faible
121485,anomalie faible
121515,pas d'anomalie
121538,pas d'anomalie
121545,pas d'anomalie
121565,pas d'anomalie
121568,pas d'anomalie
121569,pas d'anomalie
121571,pas d'anomalie
121575,pas d'anomalie
121580,pas d'anomalie
121591,pas d'anomalie
121678,anomalie forte
121680,pas d'anomalie
121694,pas d'anomalie
121710,pas d'anomalie
121751,pas d'anomalie
121752,pas d'anomalie
121763,pas d'anomalie
121766,pas d'anomalie
120447,pas d'anomalie
121798,pas d'anomalie
121822,pas d'anomalie
121832,pas d'anomalie
121814,pas d'anomalie
121843,pas d'anomalie
121852,pas d'anomalie
121906,pas d'anomalie
121908,pas d'anomalie
121910,pas d'anomalie
121930,pas d'anomalie
121936,pas d'anomalie
121944,pas d'anomalie
121987,pas d'anomalie
121967,pas d'anomalie
122017,pas d'anomalie
122025,pas d'anomalie
122033,pas d'anomalie
122042,pas d'anomalie
122055,pas d'anomalie
122056,pas d'anomalie
121996,pas d'anomalie
122072,pas d'anomalie
122081,pas d'anomalie
122090,pas d'anomalie
122103,pas d'anomalie
122134,pas d'anomalie
122129,pas d'anomalie
122137,pas d'anomalie
122167,pas d'anomalie
122193,pas d'anomalie
122270,pas d'anomalie
122279,pas d'anomalie
122302,pas d'anomalie
122315,pas d'anomalie
122320,pas d'anomalie
122323,pas d'anomalie
122326,pas d'anomalie
122283,pas d'anomalie
122329,pas d'anomalie
122282,pas d'anomalie
122337,pas d'anomalie
122347,pas d'anomalie
122369,pas d'anomalie
122422,pas d'anomalie
122438,pas d'anomalie
122440,pas d'anomalie
122456,pas d'anomalie
122462,pas d'anomalie
122460,pas d'anomalie
122468,pas d'anomalie
122445,pas d'anomalie
122492,pas d'anomalie
122524,pas d'anomalie
122525,pas d'anomalie
122529,pas d'anomalie
122536,pas d'anomalie
122569,pas d'anomalie
122594,pas d'anomalie
122600,anomalie faible
122632,pas d'anomalie
122645,pas d'anomalie
122641,pas d'anomalie
122647,pas d'anomalie
122658,pas d'anomalie
122694,pas d'anomalie
122716,pas d'anomalie
122771,pas d'anomalie
122812,pas d'anomalie
122825,pas d'anomalie
122921,pas d'anomalie
122923,pas d'anomalie
122924,pas d'anomalie
122926,pas d'anomalie
122943,pas d'anomalie
122947,pas d'anomalie
122948,pas d'anomalie
122959,pas d'anomalie
122974,pas d'anomalie
122979,pas d'anomalie
122981,pas d'anomalie
123016,pas d'anomalie
123017,pas d'anomalie
123028,pas d'anomalie
123032,pas d'anomalie
123035,pas d'anomalie
123046,pas d'anomalie
123053,pas d'anomalie
123050,pas d'anomalie
123070,pas d'anomalie
123097,pas d'anomalie
123121,pas d'anomalie
123124,pas d'anomalie
123130,pas d'anomalie
123122,pas d'anomalie
123137,pas d'anomalie
123144,pas d'anomalie
123148,pas d'anomalie
123151,pas d'anomalie
123152,pas d'anomalie
123153,pas d'anomalie
123161,pas d'anomalie
123162,pas d'anomalie
123174,pas d'anomalie
123179,pas d'anomalie
123182,pas d'anomalie
123186,pas d'anomalie
123202,pas d'anomalie
123206,pas d'anomalie
123219,pas d'anomalie
123221,anomalie faible
123264,pas d'anomalie
123290,pas d'anomalie
123297,pas d'anomalie
123301,pas d'anomalie
123309,pas d'anomalie
123316,pas d'anomalie
123349,pas d'anomalie
123363,pas d'anomalie
123390,pas d'anomalie
123445,pas d'anomalie
123496,pas d'anomalie
123530,pas d'anomalie
123535,pas d'anomalie
123553,pas d'anomalie
123566,pas d'anomalie
123573,pas d'anomalie
123590,pas d'anomalie
123623,pas d'anomalie
123632,pas d'anomalie
123650,pas d'anomalie
123688,pas d'anomalie
123695,pas d'anomalie
123701,pas d'anomalie
123731,pas d'anomalie
123751,pas d'anomalie
123754,pas d'anomalie
123773,pas d'anomalie
123786,pas d'anomalie
123798,pas d'anomalie
123802,pas d'anomalie
123823,pas d'anomalie
123831,pas d'anomalie
123832,pas d'anomalie
123827,pas d'anomalie
123840,pas d'anomalie
123890,pas d'anomalie
123916,pas d'anomalie
123940,pas d'anomalie
123941,pas d'anomalie
123972,pas d'anomalie
123990,pas d'anomalie
123991,pas d'anomalie
123997,pas d'anomalie
124007,pas d'anomalie
124020,pas d'anomalie
124021,pas d'anomalie
124055,pas d'anomalie
124056,pas d'anomalie
124076,pas d'anomalie
124082,pas d'anomalie
124135,pas d'anomalie
124140,pas d'anomalie
124145,anomalie faible
245720,pas d'anomalie
124161,pas d'anomalie
124150,pas d'anomalie
124230,pas d'anomalie
124233,anomalie faible
124248,pas d'anomalie
124256,pas d'anomalie
124283,pas d'anomalie
124298,pas d'anomalie
124323,pas d'anomalie
124329,anomalie faible
124333,anomalie faible
124346,pas d'anomalie
124347,pas d'anomalie
124350,pas d'anomalie
124361,anomalie moyenne
124375,pas d'anomalie
124383,pas d'anomalie
124479,pas d'anomalie
124489,pas d'anomalie
124493,pas d'anomalie
124496,pas d'anomalie
124512,pas d'anomalie
124529,pas d'anomalie
124564,pas d'anomalie
124576,pas d'anomalie
124581,pas d'anomalie
124609,pas d'anomalie
124624,pas d'anomalie
245739,pas d'anomalie
124645,pas d'anomalie
124676,pas d'anomalie
124683,pas d'anomalie
124695,pas d'anomalie
124701,pas d'anomalie
124706,pas d'anomalie
124705,pas d'anomalie
124716,pas d'anomalie
124731,pas d'anomalie
124746,pas d'anomalie
124775,pas d'anomalie
124778,pas d'anomalie
124779,pas d'anomalie
124812,pas d'anomalie
124822,pas d'anomalie
124826,pas d'anomalie
124829,pas d'anomalie
124853,pas d'anomalie
124867,pas d'anomalie
124870,pas d'anomalie
124876,pas d'anomalie
124892,pas d'anomalie
124933,pas d'anomalie
124943,pas d'anomalie
124996,pas d'anomalie
124999,pas d'anomalie
125028,pas d'anomalie
125046,pas d'anomalie
125047,pas d'anomalie
125049,pas d'anomalie
125073,pas d'anomalie
125105,pas d'anomalie
125153,pas d'anomalie
125166,pas d'anomalie
125181,pas d'anomalie
125183,pas d'anomalie
125185,pas d'anomalie
125190,pas d'anomalie
125203,pas d'anomalie
125213,anomalie faible
125216,pas d'anomalie
125231,pas d'anomalie
125234,pas d'anomalie
125240,pas d'anomalie
125243,pas d'anomalie
125268,pas d'anomalie
125288,pas d'anomalie
125310,pas d'anomalie
125313,pas d'anomalie
125314,pas d'anomalie
125323,pas d'anomalie
125341,pas d'anomalie
125367,pas d'anomalie
125377,pas d'anomalie
125383,pas d'anomalie
125396,pas d'anomalie
125398,pas d'anomalie
125408,anomalie forte
125422,pas d'anomalie
125434,pas d'anomalie
125436,pas d'anomalie
125449,pas d'anomalie
125487,pas d'anomalie
125489,pas d'anomalie
125542,pas d'anomalie
125554,pas d'anomalie
125556,pas d'anomalie
125557,pas d'anomalie
125561,pas d'anomalie
125569,pas d'anomalie
125578,pas d'anomalie
125581,pas d'anomalie
125619,pas d'anomalie
125624,anomalie forte
125638,pas d'anomalie
125640,pas d'anomalie
125644,pas d'anomalie
125647,pas d'anomalie
125668,pas d'anomalie
125680,pas d'anomalie
125687,pas d'anomalie
125693,pas d'anomalie
125695,pas d'anomalie
125712,pas d'anomalie
125723,pas d'anomalie
125751,pas d'anomalie
125762,pas d'anomalie
125766,pas d'anomalie
125772,pas d'anomalie
125781,pas d'anomalie
125789,pas d'anomalie
125792,pas d'anomalie
125804,pas d'anomalie
125807,pas d'anomalie
125811,pas d'anomalie
125816,pas d'anomalie
125820,pas d'anomalie
125840,pas d'anomalie
125874,pas d'anomalie
125891,pas d'anomalie
125901,pas d'anomalie
125904,pas d'anomalie
125928,pas d'anomalie
125933,pas d'anomalie
125941,pas d'anomalie
125963,pas d'anomalie
125983,pas d'anomalie
126015,pas d'anomalie
126053,pas d'anomalie
126057,pas d'anomalie
126094,pas d'anomalie
126103,pas d'anomalie
126107,pas d'anomalie
126112,pas d'anomalie
126114,pas d'anomalie
126115,pas d'anomalie
126123,pas d'anomalie
126125,pas d'anomalie
126129,pas d'anomalie
126149,pas d'anomalie
126176,pas d'anomalie
126181,pas d'anomalie
126186,pas d'anomalie
126193,pas d'anomalie
126198,pas d'anomalie
126219,pas d'anomalie
126206,pas d'anomalie
126225,pas d'anomalie
126231,pas d'anomalie
126238,pas d'anomalie
126245,anomalie faible
126252,pas d'anomalie
126273,pas d'anomalie
126276,pas d'anomalie
126278,pas d'anomalie
126283,pas d'anomalie
126295,pas d'anomalie
126297,pas d'anomalie
126300,pas d'anomalie
126307,pas d'anomalie
126335,pas d'anomalie
126341,pas d'anomalie
126344,pas d'anomalie
126351,pas d'anomalie
126349,pas d'anomalie
126364,pas d'anomalie
126380,pas d'anomalie
126403,pas d'anomalie
126404,pas d'anomalie
126405,pas d'anomalie
126414,pas d'anomalie
126420,pas d'anomalie
126438,anomalie faible
126448,pas d'anomalie
126497,pas d'anomalie
126513,pas d'anomalie
125603,pas d'anomalie
126542,pas d'anomalie
126543,pas d'anomalie
126574,pas d'anomalie
126584,pas d'anomalie
126585,pas d'anomalie
126594,pas d'anomalie
126608,pas d'anomalie
126609,pas d'anomalie
126610,pas d'anomalie
126613,pas d'anomalie
126616,pas d'anomalie
126633,pas d'anomalie
126644,anomalie faible
126676,pas d'anomalie
126691,anomalie forte
126695,pas d'anomalie
126697,pas d'anomalie
126727,pas d'anomalie
126739,pas d'anomalie
126743,pas d'anomalie
126744,pas d'anomalie
126751,pas d'anomalie
126754,pas d'anomalie
126768,pas d'anomalie
126777,pas d'anomalie
126780,pas d'anomalie
126785,pas d'anomalie
126301,pas d'anomalie
126806,pas d'anomalie
126817,pas d'anomalie
126837,pas d'anomalie
126839,pas d'anomalie
126235,pas d'anomalie
126849,pas d'anomalie
126856,pas d'anomalie
126877,pas d'anomalie
126878,pas d'anomalie
126891,pas d'anomalie
126892,pas d'anomalie
126896,pas d'anomalie
126900,pas d'anomalie
126916,pas d'anomalie
126959,pas d'anomalie
126993,anomalie faible
127005,pas d'anomalie
127007,pas d'anomalie
127031,pas d'anomalie
127078,pas d'anomalie
127097,pas d'anomalie
127103,pas d'anomalie
127104,pas d'anomalie
127110,pas d'anomalie
127137,pas d'anomalie
127146,pas d'anomalie
127149,pas d'anomalie
127152,pas d'anomalie
127166,pas d'anomalie
127177,pas d'anomalie
127181,pas d'anomalie
127183,pas d'anomalie
127185,pas d'anomalie
127176,pas d'anomalie
127191,pas d'anomalie
127198,pas d'anomalie
127203,pas d'anomalie
127210,pas d'anomalie
127222,pas d'anomalie
127227,pas d'anomalie
127235,pas d'anomalie
127239,pas d'anomalie
127240,pas d'anomalie
127242,pas d'anomalie
127256,pas d'anomalie
127273,pas d'anomalie
127279,pas d'anomalie
127288,pas d'anomalie
127307,pas d'anomalie
127306,pas d'anomalie
127344,pas d'anomalie
127348,pas d'anomalie
127377,pas d'anomalie
127383,anomalie faible
127422,pas d'anomalie
127423,pas d'anomalie
127432,pas d'anomalie
127436,pas d'anomalie
127445,anomalie faible
127461,pas d'anomalie
127477,pas d'anomalie
127497,pas d'anomalie
127500,pas d'anomalie
126213,pas d'anomalie
127510,pas d'anomalie
127513,pas d'anomalie
127525,pas d'anomalie
127527,pas d'anomalie
127530,pas d'anomalie
127532,pas d'anomalie
127542,pas d'anomalie
127548,pas d'anomalie
127549,pas d'anomalie
127538,pas d'anomalie
127563,pas d'anomalie
127575,pas d'anomalie
127589,pas d'anomalie
127592,pas d'anomalie
127626,pas d'anomalie
127629,pas d'anomalie
127630,pas d'anomalie
127632,anomalie faible
127639,pas d'anomalie
127636,pas d'anomalie
127651,pas d'anomalie
127670,pas d'anomalie
127671,pas d'anomalie
127673,pas d'anomalie
127674,pas d'anomalie
127688,pas d'anomalie
127697,pas d'anomalie
127736,pas d'anomalie
127738,pas d'anomalie
127740,pas d'anomalie
127742,pas d'anomalie
127750,pas d'anomalie
127751,pas d'anomalie
127763,pas d'anomalie
127779,pas d'anomalie
127781,pas d'anomalie
127784,pas d'anomalie
127795,pas d'anomalie
127826,pas d'anomalie
127843,pas d'anomalie
127846,pas d'anomalie
127855,pas d'anomalie
127870,pas d'anomalie
127871,pas d'anomalie
127892,pas d'anomalie
127889,pas d'anomalie
127893,pas d'anomalie
127894,anomalie faible
127903,pas d'anomalie
127909,pas d'anomalie
127941,pas d'anomalie
127907,anomalie faible
127952,pas d'anomalie
127961,pas d'anomalie
128021,pas d'anomalie
128023,anomalie faible
128024,pas d'anomalie
128030,pas d'anomalie
128048,pas d'anomalie
128055,pas d'anomalie
128077,pas d'anomalie
128117,pas d'anomalie
128139,pas d'anomalie
128144,pas d'anomalie
128088,pas d'anomalie
128153,pas d'anomalie
128154,pas d'anomalie
128161,pas d'anomalie
128187,pas d'anomalie
128210,pas d'anomalie
128212,pas d'anomalie
128235,pas d'anomalie
128237,pas d'anomalie
128246,pas d'anomalie
128255,pas d'anomalie
128280,pas d'anomalie
128290,pas d'anomalie
128292,pas d'anomalie
128313,pas d'anomalie
128380,pas d'anomalie
128382,pas d'anomalie
128383,pas d'anomalie
128385,pas d'anomalie
128393,pas d'anomalie
128407,pas d'anomalie
128408,pas d'anomalie
128420,pas d'anomalie
128425,pas d'anomalie
128427,pas d'anomalie
128435,pas d'anomalie
128440,pas d'anomalie
128448,pas d'anomalie
128453,pas d'anomalie
128459,anomalie faible
128493,pas d'anomalie
128525,pas d'anomalie
128529,pas d'anomalie
128537,pas d'anomalie
128559,pas d'anomalie
128578,pas d'anomalie
128583,pas d'anomalie
128594,pas d'anomalie
128610,pas d'anomalie
128614,pas d'anomalie
128659,pas d'anomalie
128649,pas d'anomalie
128665,pas d'anomalie
128694,pas d'anomalie
128695,anomalie faible
128699,anomalie faible
128703,pas d'anomalie
128705,pas d'anomalie
128706,pas d'anomalie
128707,pas d'anomalie
128710,pas d'anomalie
128708,pas d'anomalie
128714,pas d'anomalie
128716,pas d'anomalie
128718,pas d'anomalie
128725,pas d'anomalie
128755,pas d'anomalie
128776,pas d'anomalie
128782,pas d'anomalie
128802,pas d'anomalie
128810,pas d'anomalie
128813,pas d'anomalie
128820,pas d'anomalie
128841,pas d'anomalie
128849,pas d'anomalie
128864,pas d'anomalie
128924,pas d'anomalie
128945,pas d'anomalie
128947,anomalie faible
128951,pas d'anomalie
128992,pas d'anomalie
129033,pas d'anomalie
129040,pas d'anomalie
129046,pas d'anomalie
129060,pas d'anomalie
129064,pas d'anomalie
129081,pas d'anomalie
129085,pas d'anomalie
129087,pas d'anomalie
129134,pas d'anomalie
129153,pas d'anomalie
129164,pas d'anomalie
129178,pas d'anomalie
129195,pas d'anomalie
129205,pas d'anomalie
129221,pas d'anomalie
129241,pas d'anomalie
129246,pas d'anomalie
129293,pas d'anomalie
129296,pas d'anomalie
129305,pas d'anomalie
129309,pas d'anomalie
129313,pas d'anomalie
129321,pas d'anomalie
129341,pas d'anomalie
129318,pas d'anomalie
129353,pas d'anomalie
129357,pas d'anomalie
129389,pas d'anomalie
129395,pas d'anomalie
129459,pas d'anomalie
129468,pas d'anomalie
129469,pas d'anomalie
129475,pas d'anomalie
129489,pas d'anomalie
129497,pas d'anomalie
129504,pas d'anomalie
129505,pas d'anomalie
129509,pas d'anomalie
129539,pas d'anomalie
129545,pas d'anomalie
129557,pas d'anomalie
129561,pas d'anomalie
129562,pas d'anomalie
129574,pas d'anomalie
129578,pas d'anomalie
129589,pas d'anomalie
129591,pas d'anomalie
129619,pas d'anomalie
129604,pas d'anomalie
129640,pas d'anomalie
129673,pas d'anomalie
129709,pas d'anomalie
129748,pas d'anomalie
129825,pas d'anomalie
129832,pas d'anomalie
129857,pas d'anomalie
129858,pas d'anomalie
129859,pas d'anomalie
129862,pas d'anomalie
129867,pas d'anomalie
129912,pas d'anomalie
129915,pas d'anomalie
129918,pas d'anomalie
129940,pas d'anomalie
129973,pas d'anomalie
129980,pas d'anomalie
129981,pas d'anomalie
129984,pas d'anomalie
129990,pas d'anomalie
129866,anomalie moyenne
130003,pas d'anomalie
130005,pas d'anomalie
130032,pas d'anomalie
130039,anomalie faible
130044,pas d'anomalie
130056,pas d'anomalie
130062,pas d'anomalie
130065,pas d'anomalie
130074,anomalie moyenne
130079,pas d'anomalie
130098,pas d'anomalie
130106,pas d'anomalie
130141,pas d'anomalie
130144,pas d'anomalie
130148,pas d'anomalie
130172,pas d'anomalie
130173,pas d'anomalie
130205,pas d'anomalie
130221,pas d'anomalie
130240,pas d'anomalie
130284,pas d'anomalie
130308,pas d'anomalie
130320,pas d'anomalie
130350,pas d'anomalie
130357,pas d'anomalie
130361,pas d'anomalie
130372,pas d'anomalie
130383,pas d'anomalie
130418,pas d'anomalie
130420,pas d'anomalie
130433,pas d'anomalie
130454,pas d'anomalie
130497,pas d'anomalie
130499,pas d'anomalie
130553,pas d'anomalie
130563,pas d'anomalie
130618,pas d'anomalie
130658,pas d'anomalie
130684,pas d'anomalie
130721,pas d'anomalie
130770,pas d'anomalie
130771,pas d'anomalie
130794,pas d'anomalie
130796,pas d'anomalie
130797,pas d'anomalie
130821,pas d'anomalie
130832,pas d'anomalie
130849,pas d'anomalie
130872,pas d'anomalie
130903,pas d'anomalie
130953,pas d'anomalie
130954,pas d'anomalie
130957,pas d'anomalie
130963,pas d'anomalie
130959,pas d'anomalie
130991,pas d'anomalie
131012,pas d'anomalie
131030,pas d'anomalie
131032,pas d'anomalie
131066,pas d'anomalie
131088,pas d'anomalie
131094,pas d'anomalie
131146,pas d'anomalie
131147,pas d'anomalie
131163,pas d'anomalie
131175,pas d'anomalie
131179,anomalie faible
131184,pas d'anomalie
131186,pas d'anomalie
131192,pas d'anomalie
131211,pas d'anomalie
131231,pas d'anomalie
131253,pas d'anomalie
131263,pas d'anomalie
131284,pas d'anomalie
131296,pas d'anomalie
131305,pas d'anomalie
131308,pas d'anomalie
131329,pas d'anomalie
131419,pas d'anomalie
131417,pas d'anomalie
131427,pas d'anomalie
131433,anomalie moyenne
131436,pas d'anomalie
131445,pas d'anomalie
131449,pas d'anomalie
131470,pas d'anomalie
131515,pas d'anomalie
131524,pas d'anomalie
131533,pas d'anomalie
131539,pas d'anomalie
131540,pas d'anomalie
131543,pas d'anomalie
131548,pas d'anomalie
131560,pas d'anomalie
131559,pas d'anomalie
131563,pas d'anomalie
131570,pas d'anomalie
131606,pas d'anomalie
131632,pas d'anomalie
131642,pas d'anomalie
131645,pas d'anomalie
131660,pas d'anomalie
131674,pas d'anomalie
131680,pas d'anomalie
131685,anomalie faible
131691,pas d'anomalie
131698,pas d'anomalie
131702,pas d'anomalie
131704,pas d'anomalie
131706,pas d'anomalie
131709,pas d'anomalie
131717,pas d'anomalie
131723,pas d'anomalie
131725,pas d'anomalie
131742,pas d'anomalie
131746,pas d'anomalie
131752,pas d'anomalie
131760,pas d'anomalie
131765,pas d'anomalie
131775,pas d'anomalie
131786,pas d'anomalie
131791,pas d'anomalie
131784,pas d'anomalie
131819,pas d'anomalie
131833,pas d'anomalie
131835,pas d'anomalie
131932,pas d'anomalie
131965,pas d'anomalie
131972,pas d'anomalie
131984,pas d'anomalie
131989,pas d'anomalie
132023,pas d'anomalie
132028,pas d'anomalie
132037,pas d'anomalie
132051,pas d'anomalie
132081,pas d'anomalie
132080,pas d'anomalie
132088,pas d'anomalie
132098,pas d'anomalie
132120,pas d'anomalie
132142,anomalie forte
132176,pas d'anomalie
132187,pas d'anomalie
132192,pas d'anomalie
132198,pas d'anomalie
132205,pas d'anomalie
132207,pas d'anomalie
132209,pas d'anomalie
132211,pas d'anomalie
132226,pas d'anomalie
132254,pas d'anomalie
132255,pas d'anomalie
132262,pas d'anomalie
132276,pas d'anomalie
132279,pas d'anomalie
132281,pas d'anomalie
132282,pas d'anomalie
132283,pas d'anomalie
132294,pas d'anomalie
132326,pas d'anomalie
132327,pas d'anomalie
132353,anomalie faible
132368,pas d'anomalie
132378,pas d'anomalie
132390,pas d'anomalie
132398,pas d'anomalie
132417,pas d'anomalie
132429,pas d'anomalie
132433,pas d'anomalie
132441,pas d'anomalie
132444,pas d'anomalie
132445,pas d'anomalie
132446,pas d'anomalie
132447,pas d'anomalie
132448,pas d'anomalie
132456,pas d'anomalie
132482,pas d'anomalie
132527,pas d'anomalie
132598,pas d'anomalie
132601,pas d'anomalie
132643,pas d'anomalie
132670,pas d'anomalie
132673,pas d'anomalie
132689,pas d'anomalie
132690,pas d'anomalie
132763,pas d'anomalie
132778,pas d'anomalie
132779,anomalie moyenne
132787,pas d'anomalie
132791,pas d'anomalie
132806,pas d'anomalie
132828,pas d'anomalie
132839,pas d'anomalie
132878,pas d'anomalie
132895,pas d'anomalie
132914,pas d'anomalie
132915,pas d'anomalie
132935,pas d'anomalie
132945,pas d'anomalie
132955,pas d'anomalie
132968,pas d'anomalie
133073,pas d'anomalie
133090,pas d'anomalie
133126,pas d'anomalie
133139,pas d'anomalie
133140,pas d'anomalie
133146,pas d'anomalie
133156,pas d'anomalie
133160,pas d'anomalie
133170,anomalie faible
133176,pas d'anomalie
133196,pas d'anomalie
133199,pas d'anomalie
133200,pas d'anomalie
133268,pas d'anomalie
133270,pas d'anomalie
133296,pas d'anomalie
133303,pas d'anomalie
133325,pas d'anomalie
133326,pas d'anomalie
133400,pas d'anomalie
133402,pas d'anomalie
133406,pas d'anomalie
133440,pas d'anomalie
133455,pas d'anomalie
133472,pas d'anomalie
133479,pas d'anomalie
133487,pas d'anomalie
133488,pas d'anomalie
133489,pas d'anomalie
133513,pas d'anomalie
133523,pas d'anomalie
133530,pas d'anomalie
133584,pas d'anomalie
133672,pas d'anomalie
133682,pas d'anomalie
133741,pas d'anomalie
133742,pas d'anomalie
133772,pas d'anomalie
133791,pas d'anomalie
133912,anomalie faible
133923,pas d'anomalie
133954,pas d'anomalie
133995,pas d'anomalie
134039,pas d'anomalie
134042,pas d'anomalie
134046,pas d'anomalie
134053,pas d'anomalie
134058,pas d'anomalie
134060,pas d'anomalie
134068,pas d'anomalie
134109,pas d'anomalie
134140,pas d'anomalie
134325,pas d'anomalie
134353,pas d'anomalie
134389,pas d'anomalie
134438,pas d'anomalie
134465,pas d'anomalie
134500,pas d'anomalie
134501,pas d'anomalie
134502,pas d'anomalie
134511,pas d'anomalie
134517,pas d'anomalie
134544,pas d'anomalie
134570,pas d'anomalie
134591,pas d'anomalie
134667,anomalie faible
134681,anomalie faible
134699,pas d'anomalie
134700,pas d'anomalie
134709,pas d'anomalie
134712,pas d'anomalie
134736,pas d'anomalie
134783,anomalie faible
134801,pas d'anomalie
134808,pas d'anomalie
134815,pas d'anomalie
134858,pas d'anomalie
134863,pas d'anomalie
134888,pas d'anomalie
134921,pas d'anomalie
134922,pas d'anomalie
134927,pas d'anomalie
134928,pas d'anomalie
134948,pas d'anomalie
134961,pas d'anomalie
135059,anomalie moyenne
133889,pas d'anomalie
135165,anomalie faible
135190,pas d'anomalie
135193,pas d'anomalie
135194,pas d'anomalie
135215,pas d'anomalie
135227,pas d'anomalie
135238,pas d'anomalie
135281,anomalie faible
135228,pas d'anomalie
135368,pas d'anomalie
135414,pas d'anomalie
135484,pas d'anomalie
135430,pas d'anomalie
135535,pas d'anomalie
135541,pas d'anomalie
135558,pas d'anomalie
135586,pas d'anomalie
135589,pas d'anomalie
135598,pas d'anomalie
135605,pas d'anomalie
135612,pas d'anomalie
135618,pas d'anomalie
135731,pas d'anomalie
135765,pas d'anomalie
135778,pas d'anomalie
135781,pas d'anomalie
135780,pas d'anomalie
135792,pas d'anomalie
135832,pas d'anomalie
135893,pas d'anomalie
135940,pas d'anomalie
135966,pas d'anomalie
136018,pas d'anomalie
136025,pas d'anomalie
136060,pas d'anomalie
136159,pas d'anomalie
136167,pas d'anomalie
136145,pas d'anomalie
136182,pas d'anomalie
136188,pas d'anomalie
136306,pas d'anomalie
136416,pas d'anomalie
136429,pas d'anomalie
136481,pas d'anomalie
136506,pas d'anomalie
136508,pas d'anomalie
136517,pas d'anomalie
136529,pas d'anomalie
136567,pas d'anomalie
136623,pas d'anomalie
